fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.3388451653076725,0.692037871134175,0.03496812904373621,1.549681290437362,0.07900637419125275,5.006374191252759,13.49681290437362,0.9964803749712083,3.4761792253817605,0.5802549676501103,9.90127483825055,4
8.92950993007963,0.8729770442829003,0.045683002330678964,1.7136600466135794,0.07629509930079631,4.568300233067896,16.841501165339483,0.9969543275711551,3.2956830023306787,0.4831699766932104,9.64316997669321,4
6.483559568587513,0.8770915015447158,0.06367018643973901,2.0215183513088535,0.07989894406807829,11.139265947645853,66.56963297382293,0.9951658370955508,3.468350932198695,0.5913926594764586,10.196178998427586,4
7.087829065383698,0.618203778896725,0.17618767437245997,2.16546918593115,0.07953298251314847,9.964075577934498,71.546918593115,0.9959925797628736,3.4417156984819504,0.5796407557793449,10.546701748685152,4
7.232139459171931,0.6876172061656943,0.03466325559763409,1.546632555976341,0.07906734888047318,5.067348880473181,13.466325559763408,0.9963883031904854,3.487459542887539,0.5826939552189273,9.913469776094637,4
7.742060251787019,0.829058864336772,0.00734314405612866,2.173431440561287,0.06734314405612866,5.265685594387134,13.734314405612865,0.9966840588643368,3.391735110484526,0.5879705678316139,10.734314405612865,4
6.788196991954239,0.5868410141780213,0.08802822518846284,1.7210599054798583,0.08635547228254593,6.0,13.276324881849822,0.9957592361668165,3.5715760378080565,0.5923675118150177,10.072367511815017,4
6.720919306770872,0.713409942230906,0.021696894023919465,1.790608709162819,0.07584844701195974,5.584844701195974,13.415155298804027,0.9956940671139429,3.5188471984066307,0.6033937880478389,10.473639768923624,4
8.280959908905736,0.8388119703943637,0.013128014965486462,2.1986399934932668,0.07043520208215465,4.986399934932668,13.904799544528673,0.99667171186466,3.3216320078080797,0.58,11.005440026026934,4
8.923798244361258,0.8765944452378702,0.04587339185462475,1.717467837092495,0.07623798244361257,4.587339185462475,16.936695927312375,0.9969192958987491,3.2958733918546246,0.48126608145375255,9.641266081453752,4
7.592740841647322,0.8247925954756378,0.006632099245939627,2.1663209924593962,0.06663209924593963,5.336790075406038,13.663209924593962,0.9966797925954757,3.41093332035963,0.5901037022621811,10.663209924593962,4
6.401959928501066,0.7694646208845335,0.010874765380826603,2.1621415164618663,0.05968929241769065,5.844646208845334,12.378584835381337,0.9965902867868305,3.55737570385752,0.6006787725307201,10.1398184120392,4
9.174446417319123,0.7403396242630405,0.05861160432978082,1.665140615154233,0.0803264505412226,4.186116043297808,14.0,0.9979813883956702,3.2946529010824452,0.5381388395670219,9.72791740649467,4
9.014674923187693,0.7735325076812307,0.0368003096195385,1.66399380760923,0.07714674923187693,4.1066563460153835,14.0,0.99786134675018,3.2931996903804617,0.5442662538406153,9.838653249819998,4
9.103185923527862,0.7639446628313958,0.04079648088196538,1.6027876830868788,0.07809956011024567,4.007964808819654,14.0,0.9979992035191181,3.290199120220491,0.5399203519118035,9.701194721322947,4
6.911907219341796,0.6743504419441602,0.03374830634097656,1.5374830634097656,0.07925033873180469,5.250338731804687,13.374830634097655,0.996111988514975,3.521312665383867,0.5900135492721875,9.950067746360936,4
7.874077952842952,0.8328307986526557,0.007971799775442625,2.1797179977544263,0.06797179977544263,5.202820022455738,13.797179977544262,0.9966878307986526,3.374761406063049,0.5860846006736721,10.797179977544262,4
8.910302645613495,0.8452319268962911,0.20485839730780814,3.1187988071450077,0.09396826089568877,10.351074170334634,81.45751919234243,0.9993560545648477,3.531665046647574,0.6226953112089236,11.68935549779922,4
5.051738402403089,0.5540857158176876,0.15574939784876657,2.2067745314770937,0.05818884700410137,8.24640276494714,66.72481935462997,0.9940242203378661,3.8613969001582813,0.5665707403985905,12.952158341031716,4
8.115726665611412,0.8397350475888974,0.009122507931482907,2.191225079314829,0.06912250793148292,5.08774920685171,13.91225079314829,0.9966947350475889,3.3436922858499614,0.5826324762055513,10.91225079314829,4
8.495117192843335,0.5392060318276279,0.17138944430165118,2.038626454482481,0.09548551056637132,6.0,13.673283068103101,0.9968786582520508,3.4445494182070076,0.5526716931896899,10.03267169318969,4
6.8606660827653965,0.4121955675823836,0.22651408551956437,2.1,0.09963996496592376,4.112382620670297,7.337147862010891,0.994733506446877,3.4484286965502724,0.5816857393100544,11.321332165530793,4
9.241822668593713,0.7180212410283325,0.07545566714842832,1.7240948350194991,0.08243195839355354,4.354556671484283,14.0,0.9979645443328515,3.298863916787107,0.5364544332851572,9.753183500722642,4
9.300420793664355,0.6986106120986822,0.09010519841608888,1.775368194456311,0.0842631498020111,4.501051984160889,14.0,0.9979498948015839,3.3025262996040223,0.5349894801583911,9.775157797624132,4
5.205454806293586,0.6347841403598258,0.12224998804487727,2.074772716404434,0.062325003586536816,9.009091343822645,65.50454567191132,0.9939676138809002,3.761249940224386,0.5700909134382265,12.166590506964054,4
9.305052573013942,0.5166031840089133,0.21094442798440183,2.189312106607245,0.09981772306495829,6.0,13.861640133259057,0.9974098251757906,3.3842751573571017,0.5338359866740944,10.013835986674094,4
8.32055178914714,0.7703755049024336,0.029248990195132968,1.734387622560838,0.07316204558780984,4.537550490243351,13.731224754878324,0.9976344656666345,3.370632573536503,0.5588142671585173,9.780632573536503,4
7.127920329178265,0.8115120094050933,0.004418668234182209,2.144186682341822,0.06441866823418221,5.558133176581779,13.441866823418222,0.996666512009405,3.4706959576770804,0.5967439952974534,10.441866823418222,4
5.958118150177697,0.632251410400816,0.03753932947742521,1.68848323693563,0.07585336878741612,5.81151676306437,12.24606705225748,0.9952325675374937,3.607224693658024,0.6068061734145059,10.250786589548504,4
9.66909989165554,0.5764856608891025,0.18227497291388492,2.0979624051985972,0.09578437161423561,5.422749729138849,14.0,0.9978577250270861,3.3255687432284713,0.5257725027086115,9.913412459370827,4
6.901384768896103,0.6739145118542672,0.03371824219684601,1.5371824219684602,0.0792563515606308,5.256351560630797,13.371824219684601,0.9961029091434475,3.5224250387166975,0.5902540624252319,9.951270312126159,4
6.283815814971311,0.7844219598967496,0.0011560802065008337,2.08554899741874,0.060520236092925374,5.942195989674959,13.028902005162522,0.996679306727021,3.5813293984512438,0.6079768596386236,9.991329398451244,4
8.839459515181321,0.9300089737184964,0.048684682827289286,1.7736936565457857,0.07539459515181321,4.868468282728928,18.342341413644643,0.9964020183597788,3.298684682827289,0.4531531717271072,9.613153171727106,4
6.853157087285997,0.9471610311313035,0.0467303001660585,2.006118454696417,0.08498090995018245,11.755261812143328,66.87763090607166,0.9955123347693307,3.3836515008302923,0.5975526181214332,9.626382823767422,4
7.685957898861162,0.7747520144906127,0.02049597101877465,1.843800362265317,0.06922318695844859,4.9752014490612675,13.512399275469367,0.9973368630146383,3.43628021735919,0.5741320507171443,9.84628021735919,4
8.237696249315391,0.6280423159311118,0.13217489184748477,2.2101457432062372,0.08368133478934102,6.0,13.550728716031186,0.9972788453105962,3.4523178209922034,0.5604344155571932,10.0,4
9.396335445703208,0.6668388836108124,0.11408386142580196,1.859293514990307,0.08726048267822524,4.74083861425802,14.0,0.9979259161385742,3.3085209653564505,0.5325916138574198,9.811125792138702,4
6.499318056133853,0.4608898823763184,0.17527445522162236,1.9150698720617783,0.0952192286422652,4.616433759794073,8.849301279382217,0.9947309580767629,3.507807713577348,0.5923286751958814,10.999318056133852,4
6.923487157207254,0.6748301822271576,0.03378139187773501,1.53781391877735,0.07924372162445299,5.243721624452998,13.3781391877735,0.996121980347076,3.5200885005238045,0.58974886497812,9.9487443248906,4
8.24380058862998,0.7709048235266898,0.028190352946620416,1.7476205881672449,0.07268565882597919,4.590482352668979,13.704758823665511,0.997598472000185,3.378572352900347,0.5606668823434143,9.788572352900346,4
7.376347274425428,0.6242040765925023,0.1050349389127953,2.4175648496169524,0.06706786654213517,4.7939121240423805,8.587824248084761,0.9959696506108721,3.392365272557457,0.5561826362787287,11.00304393797881,4
7.337289555584729,0.691973424445653,0.0349636844445278,1.549636844445278,0.07900726311109445,5.00726311109444,13.49636844445278,0.9964790327022474,3.4763436755524717,0.5802905244437776,9.901452622218887,4
6.293965649794606,0.6487500054914908,0.031982758999413156,1.5198275899941316,0.07960344820011737,5.603448200117368,13.198275899941315,0.9955787932178227,3.5866379170217133,0.6041379280046947,10.020689640023473,4
7.015926736707291,0.5717698586437276,0.2362830977395461,2.502654456117882,0.07355750215429711,13.176985864372767,54.070807619657494,0.9958159267367073,3.5318587829779364,0.5312389674201513,10.914161523931499,4
8.46309526654327,0.5400996669801879,0.16982558278467133,2.032668886798748,0.095314230495464,6.0,13.665836108498436,0.9968576578259656,3.446932445280501,0.5534163891501565,10.033416389150156,4
6.626090583006933,0.6551030988923425,0.05160190701067228,2.040047675266807,0.06811895114413019,5.459952324733193,10.839809298932773,0.9957036638848575,3.5087866509252943,0.5821966627313235,10.532038140213446,4
8.962475311912886,0.7787524688087113,0.03484282419673327,1.7031435160653348,0.07662475311912888,4.171905860108891,14.0,0.9977765223818584,3.2951571758032667,0.5468762344043556,9.923477618141558,4
7.319570363536282,0.5962887620720051,0.12112173033138693,2.3797135756908543,0.07123150667400596,4.6992839392271355,8.398567878454271,0.9958087826966862,3.398042963646372,0.5590214818231859,11.050358030386432,4
5.145922899832119,0.5316983478535454,0.16949724642257566,2.19098714997202,0.058419375855783814,9.169834785354539,62.53034878647375,0.9939459228998321,3.8168117485970106,0.5535009178591415,12.60606975729475,4
5.663602757563634,0.6374907583299994,0.02681986212181829,1.5636027575636342,0.0778799080812122,6.0,13.0,0.9951559676292594,3.652579678284243,0.6189399540406061,10.089399540406061,4
6.117140395759228,0.807624533362687,0.08046439852770204,2.0367858168433655,0.07486068044168938,10.52856732626538,66.26428366313269,0.9948223191210243,3.55232199263851,0.5852856732626538,10.761075223204523,4
9.07569592644001,0.7803925799213268,0.04081013578533299,1.6162027157066599,0.0777569592644001,4.081013578533299,14.405067892666494,0.9978509350154987,3.290810135785333,0.5318986421466702,9.69189864214667,4
6.46655139337234,0.6608397869544584,0.17375610864292068,2.5411848747970986,0.07130802201127079,9.018118941839457,72.12683259287621,0.9959792346526599,3.740494699111818,0.5871498384490522,12.489128634896325,4
7.420604123108052,0.8198744035173728,0.005812400586228815,2.1581240058622884,0.06581240058622882,5.418759941377118,13.581240058622882,0.9966748744035174,3.433065184171822,0.5925627982413135,10.581240058622882,4
8.957695545822046,0.8551261543127043,0.04474348180593181,1.6948696361186362,0.07657695545822045,4.474348180593181,16.371740902965904,0.9971271993477085,3.2947434818059316,0.49256518194068194,9.652565181940682,4
5.9511561754968945,0.6320132375827885,0.03739276158940832,1.684819039735208,0.0759339811258254,5.815180960264792,12.260723841059168,0.9952276575132452,3.608250668874142,0.6070626672185354,10.247855231788167,4
8.853823757771343,0.7548012699648128,0.03929663930791812,1.5929663930791813,0.07814067213841637,4.140672138416376,13.929663930791811,0.9977875850709913,3.3160243456070297,0.5456268855366551,9.728134427683274,4
7.390834312147412,0.819023837489926,0.00567063958165434,2.1567063958165433,0.06567063958165434,5.432936041834566,13.567063958165434,0.9966740238374899,3.4368927312953326,0.592988081255037,10.567063958165434,4
7.30387280636633,0.7773870840940253,0.015225831811949385,1.9096771023506327,0.06685162431537722,5.2387084094025305,13.380645795298735,0.9971576782816063,3.4758062614103795,0.5833547943290885,9.88580626141038,4
6.795444316541293,0.4489992785231277,0.20415233709987177,2.1,0.09572665899247755,4.298730524167735,7.896191572503206,0.9949217178294094,3.46240478931258,0.584480957862516,11.190888633082587,4
9.228678315786182,0.7223753078958272,0.07216957894654552,1.7125935263129093,0.08202119736831819,4.321695789465455,14.0,0.9979678304210534,3.2980423947366364,0.5367830421053454,9.748254368419818,4
6.653502669116713,0.7077918890930593,0.022196276525061388,1.7731303216228516,0.0760981382625307,5.6098138262530695,13.390186173746931,0.9956511202188447,3.5273367009260435,0.6043925530501227,10.451167556372237,4
7.824986473649011,0.7121780110511733,0.03635710421042575,1.5635710421042575,0.07872857915791485,4.728579157914851,13.635710421042575,0.9968998454715485,3.4247871442142475,0.569143166316594,9.84571583158297,4
9.013951036665691,0.7614351143761501,0.03975414581904484,1.5975414581904483,0.07804917083619103,4.049170836191034,13.975414581904483,0.9979257520373516,3.2990966046953414,0.5419668334476414,9.709834167238206,4
9.174720573739602,0.7402488099487566,0.058680143434900675,1.6653805020221524,0.08033501792936258,4.1868014343490065,14.0,0.9979813198565651,3.2946700358587253,0.53813198565651,9.72802021515235,4
6.381542126286769,0.6825583715953232,0.06224301472689228,2.1,0.07089252757720614,5.481308210609231,11.443924631827693,0.9961161212927153,3.5510981157956922,0.6022196231591385,10.363084252573538,4
6.551166548749012,0.5868417332059152,0.12039995957108955,2.1,0.08106999292494066,4.996667003574254,9.99000101072276,0.9956266336736099,3.514750025268069,0.5949500050536137,10.702333097498023,4
9.245932137352462,0.8705566976365948,0.20913004538448587,3.1981294142833088,0.09708046163726827,10.534144802192252,82.73901361534575,0.9998198334988869,3.502983980989881,0.6275771947251267,11.57951311868465,4
7.225310787623693,0.4454507024358567,0.21042629203420976,2.0260657300855245,0.09845115504410516,4.0,8.035079778802658,0.9951197956646218,3.4178197190256574,0.5740852584068419,11.148623482290784,4
6.380679538427789,0.7837539342177394,0.0024921315645212295,2.068848355443485,0.06112145920403455,5.875393421773938,13.06230328911303,0.9967247324731937,3.5713090132660907,0.6056387697620879,9.98130901326609,4
7.843104314179392,0.6584365595834794,0.1065797392981227,2.188816449415102,0.07909553662424698,6.0,13.444082247075512,0.9971551354066076,3.478979438231122,0.570032597763204,10.0,4
6.397245091251434,0.6736974127938338,0.067626888429063,2.1,0.07183470547508602,5.436442596424475,11.309327789273425,0.9960708070223887,3.5477331947318356,0.6015466389463671,10.394490182502867,4
7.688254154167585,0.7065133863869428,0.035966440440478815,1.5596644044047883,0.07880671191190423,4.806711911904237,13.596644044047881,0.9967818650130246,3.439241703702284,0.5722684764761695,9.861342382380847,4
6.197740127923035,0.6404490043763144,0.04258400269311654,1.8146000673279135,0.07307879851878588,5.6853999326720865,11.741599730688346,0.9954015640902194,3.571911981148184,0.5979779952870461,10.351680053862331,4
